ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,label
6816.842005,12920.78859,11030.61712,9472.397987,13139.78246,8652.703313,18256.98651,18512.66114,13478.39342,15102.09107,15495.53537,11463.9789,12690.3659,9157.499863,16354.32269,33299.54504,1
6900.641393,12752.75967,10462.94729,8685.731022,12572.01539,8610.156457,17187.20755,18272.88991,13024.1966,14066.18084,15224.79802,12232.47797,11502.78188,9190.342718,16224.32452,26606.65105,1
8005.403594,13727.53841,10522.59227,8939.734828,13113.39,8950.790196,17440.06377,20799.76449,12893.13123,13493.39682,15280.69355,12775.58779,11185.93207,9017.255515,15808.93593,27827.88632,1
8111.175439,13322.17151,11281.01445,9397.950836,12919.10887,9614.478505,17795.9631,21522.93258,12563.35905,13079.93002,15194.20096,13547.08411,11870.90967,9188.798437,15514.92862,29659.99913,1
4228.397745,7537.072156,9027.859712,6856.886895,9663.531151,7914.0616,18046.53564,19034.23168,9496.973748,8970.141862,12300.17523,8840.932635,9202.393475,8300.799201,13070.66353,36966.04707,1
4426.501867,6588.890041,8111.888407,7046.838833,9489.640417,8115.444701,18566.61555,19922.82902,9043.155756,8202.127265,11458.41555,9265.306357,9760.079337,8828.545231,13518.00397,34105.91731,1
4675.932526,5771.160267,8060.213769,6727.407106,9543.735936,7387.502637,16708.05217,19254.71718,8880.450731,7700.79816,11295.14547,9393.60589,9035.400611,8287.096907,13079.09181,32239.13857,1
4408.778709,5584.821076,7105.315371,6213.966496,8830.73313,7017.077216,17808.56683,19900.72911,8777.612831,7711.457729,10169.2711,9126.732512,8852.142752,7716.201658,12414.97543,33107.67136,1
4110.173359,6236.767068,7708.96309,5999.507555,10126.95179,7084.077181,17474.73818,17634.05406,9209.882216,9019.563746,10356.99985,8605.179322,9130.223742,7182.709556,12332.16288,33314.23364,1
3720.090479,6142.991935,7292.884634,6097.2738,9861.284717,7103.915338,16413.08437,15935.6504,8690.879473,8889.606521,9469.81134,8245.986691,9399.580886,7243.457685,12293.22738,32604.53005,1
3724.826685,6369.554847,8085.739849,5800.017033,9952.40304,7230.18022,15716.34337,15248.94633,8853.897068,9046.891801,10054.57548,8565.02056,9424.439383,7635.893503,12839.70707,32762.78505,1
3885.292597,6019.080898,7651.714458,5648.552906,8727.941182,6761.629523,14623.95591,14575.7591,8179.653837,8281.251988,9524.44128,8027.26951,9089.687803,7754.795657,12769.94001,32223.30767,1
4249.14126,6686.969384,7688.771661,5436.890745,8927.938234,6977.546032,15690.15004,16991.09502,8944.253892,9085.664909,9931.455622,8217.375758,9389.017075,7858.399706,13207.60453,33791.37874,1
4435.534561,7024.412166,6926.829112,5855.82533,9023.522913,6993.278359,15092.4682,17118.00702,8921.624243,9303.847296,9959.588663,8621.536071,8898.813999,7743.62823,12557.97901,35675.80213,1
4390.41395,7154.823276,6428.988074,6043.203559,8779.799482,6915.182919,15245.11683,17409.25089,9143.983575,9283.43515,9663.481212,8835.567026,8486.084152,6861.968413,12308.96189,34546.46894,1
4028.665855,7094.706479,6783.568983,5836.011387,8138.479538,6632.491906,14623.51353,15498.05249,8778.812516,9160.847717,10341.22052,9350.647267,8395.987101,7068.494169,13849.7005,30015.4561,1
4165.267276,6471.538253,7151.061503,5754.841468,8082.216083,6908.056831,16097.06213,15765.67359,9165.558946,8761.223024,10033.48133,9055.747209,8677.854842,7440.018306,15161.19533,28004.01166,1
4307.33813,6325.894477,8637.0222,6078.08993,7873.016414,7256.743141,17258.71009,16539.87494,9110.814686,8514.530286,11532.36382,10009.09373,8699.537815,8139.99367,15705.05643,31171.30921,1
4654.840643,6554.548875,10152.35231,7457.507649,8661.879895,7643.482935,17746.87561,17274.02327,9170.405512,9006.238082,14139.85413,11292.082,9769.678448,8958.819728,14522.89279,33904.39437,1
4205.614357,7028.805426,10502.2349,7994.662157,9382.912729,7829.615173,17132.35914,16821.76187,9110.566885,9561.147933,14414.17695,11983.51599,10663.14323,8675.241666,13235.97623,32296.97062,1
4147.089216,6843.402228,9971.915099,8317.448246,10165.86821,7497.069976,15955.45538,15605.06543,8774.550944,9263.915675,13810.34622,12125.25663,11165.77501,9102.057483,12479.70355,30654.01698,1
4301.550307,6272.748709,9383.27543,7575.213143,10443.38167,7488.79299,15995.28907,14785.38617,8393.059436,8598.714508,10999.43007,10865.00041,10170.67809,8546.366316,11839.5532,29476.37573,1
4663.987083,6292.156923,9594.705497,7187.530649,11040.78449,7249.289998,14822.80404,13721.9184,8270.263947,8429.204798,10926.48714,10089.64188,9670.051653,8454.115677,11555.76273,29631.01883,1
4347.196626,6880.792674,9592.760126,6859.372323,11521.13127,7301.639711,14299.8774,14433.93112,8650.245503,8832.387646,11256.9908,9295.441789,9781.514137,8334.01528,11924.52284,28785.51507,1
4147.786995,6803.541074,9255.973037,6939.066297,11430.47685,7191.939752,14052.74948,14825.67152,8581.002493,8923.11452,11643.82077,9168.549206,9125.652862,7636.802569,11410.26596,30335.66466,1
4308.571666,7529.185354,9344.207467,6895.895242,10597.57039,7123.976249,14240.78341,14521.12654,8392.275487,9401.105609,13016.83265,8933.739905,9612.351121,8275.773203,11722.14166,31769.70963,1
4624.349544,7221.623496,8398.835486,6782.269394,10118.59917,7728.156982,14693.23501,13413.47058,8624.064171,10406.10606,11952.28898,8415.100052,10723.07431,8104.677855,11439.83531,31701.24443,1
4711.843315,7132.477121,8037.544284,6329.940914,9879.207827,7624.511353,15391.3294,12646.26851,9295.549251,10422.93722,10835.74701,8069.25723,11687.93678,8104.462281,12043.73754,30493.73464,1
4572.214299,6525.716117,8588.459739,6348.610396,10124.30392,7709.059162,14463.08482,12494.41272,9430.394936,9872.199064,9952.642435,8659.683026,11341.24505,7423.196384,11691.74965,28829.08209,1
4701.181702,6432.044384,9261.508024,6975.300631,9899.117851,6967.661742,14475.41371,12633.91454,9636.221617,8997.070618,11349.47366,8945.632449,9552.680892,7484.825815,11423.55186,29820.34496,1
4445.052427,6746.634193,9014.788593,6960.194189,9390.672779,6912.248367,13185.44216,12830.82839,9208.470651,9152.368234,11562.66548,9341.082245,8753.112985,7691.924219,11977.52949,29256.99578,1
4464.895713,6417.601035,7264.056405,6964.680644,8518.021116,6499.465596,14721.10292,14037.06422,9568.850382,9650.184986,10983.91285,10305.09279,8913.540713,7727.845443,12274.54262,31048.73084,1
4322.005046,6522.365636,6709.249639,6787.881724,8389.372404,6736.937996,14575.19358,14148.75957,8950.690775,10112.83074,10340.38646,11272.74933,9886.253335,8233.242745,12753.16132,30479.30375,1
4119.245702,5997.591122,6374.544262,6924.008577,8299.947444,6409.977067,13890.80629,13795.63072,8537.12069,10010.46478,10432.41382,10984.7655,9863.361214,7791.101045,12203.04336,29938.53442,1
3921.916399,6597.116117,6576.258728,6665.193774,8324.227349,6183.502205,12692.18343,13108.20488,8441.612012,10081.2416,11016.43886,9547.043469,9183.147222,7625.282221,11708.02836,26884.18031,1
3720.35182,6703.883016,6503.883006,5774.412533,7964.111722,6174.849612,12871.61605,13915.93955,8238.514647,9814.405018,10394.46837,8528.130289,8111.142158,6894.700831,10608.1938,25963.66533,1
3739.80321,6971.443966,6532.477878,5422.654959,8330.9271,6132.93779,13214.40799,14277.3743,8644.239795,9700.284626,10214.24764,8490.559379,8129.117431,6966.135148,10042.68854,26408.29707,1
3756.154177,6392.02259,6420.765991,5377.973488,8646.043604,6308.268167,13701.54858,13764.73709,8839.185177,9995.23228,9355.587338,8167.473482,8209.936582,6627.645088,10360.49783,28518.72472,1
3722.011383,6226.544446,6149.805001,5820.646296,8667.193369,5914.602589,13492.7432,12199.19397,8918.514445,9494.050245,9458.416368,7730.730445,8298.001047,6645.14967,11358.47692,29757.73814,1
3819.316252,6502.849103,6181.675416,6182.785589,7993.44569,6355.686068,14341.05571,12563.14317,9021.254413,9788.182438,9537.45821,7921.77345,8698.775459,6867.588912,11913.59391,31250.07783,1
3441.372353,6243.631922,6059.366971,5997.978289,8245.171333,6254.898902,13625.40588,12310.9553,8119.371716,8979.536269,9137.70314,7885.84115,8875.498138,6815.17955,10865.28104,28712.92983,1
3559.798557,5857.803612,6044.047684,5918.953705,8424.726866,6540.505397,13347.58431,11762.50708,9379.740756,9633.005135,8877.387808,8684.707566,9248.772465,6657.808443,9979.661659,26282.39521,1
3639.774245,6289.741972,5898.639155,5942.446044,8955.944851,6219.404832,12896.55063,12280.66695,9934.262114,10183.78647,8765.894327,8426.456921,9126.639617,6582.866884,10371.44547,25476.35918,1
3960.428588,6603.664604,5517.876887,5906.131488,9632.515853,6137.049832,13357.54681,13712.07327,9883.912491,9501.584608,9014.936723,8211.288757,8987.164051,6360.34231,10790.49786,26392.31127,1
3963.87956,7305.796639,5402.111384,5813.855449,9818.75102,6141.408809,13645.12141,13727.65797,9320.691262,9214.394228,8776.768864,7255.683481,8650.201688,5977.968915,10774.72888,26283.09274,1
3706.396318,6687.43772,5641.769169,5439.521848,9514.346013,6470.742634,13258.11567,12079.11318,8382.347077,8475.294771,8889.98461,6670.649695,8454.954887,5983.805666,10034.52027,23853.21205,1
