ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,label
1124.921607,7688.685901,12776.98902,4327.720373,10456.35126,5160.30662,13610.70838,15911.26588,3920.287132,8382.912421,34467.05641,9991.023434,10033.7253,7677.003057,8901.672016,73007.81665,1
1908.437351,8751.625813,12220.59822,4687.281394,12218.98907,5520.188414,13870.16482,16598.26918,5761.114725,7824.516082,32832.74074,8968.006966,9115.43217,7426.385539,9384.788226,66724.3263,1
2340.863493,8882.320694,9477.366049,4104.367204,12292.1354,4118.320041,11800.0385,16254.27557,6948.964686,7896.329194,24137.50409,5934.015105,8109.284219,5739.700114,8173.784976,62077.13334,1
2691.738692,8916.821883,8789.402066,3636.053906,11375.67919,4271.210899,14793.47878,18767.87476,7690.39794,6393.135781,19039.59478,5793.441106,5931.572616,5284.566653,9042.736505,71312.22443,1
2622.141293,8549.57121,8681.475787,3563.382104,8830.60917,3682.777926,17921.00578,25922.23081,7122.247482,6908.996705,18901.47012,7470.33797,6579.203563,5583.022289,8761.132185,94421.54161,1
2710.46683,7583.281031,14142.68051,3274.673983,10603.94456,5357.238047,20295.89779,26937.79211,6529.889733,7620.952129,28639.77723,9525.901455,7332.202656,6289.118761,8109.016043,85362.87042,1
2572.708813,6901.017889,14131.76216,3223.622923,10557.39287,6057.394767,19704.56613,24428.36932,6461.44574,8202.035325,31813.31046,10379.77073,8110.2267,7198.16886,8773.91737,74914.7623,1
2334.205006,6971.89152,13219.20112,3038.077336,14629.81082,7944.845697,18566.89036,18299.26732,6159.349008,8854.986893,34952.69086,9304.240518,10484.61528,7375.909325,9768.329166,60373.14283,1
1934.844556,10912.56041,7906.619614,3523.49356,13383.0427,6779.874348,17724.90869,16194.31711,8053.429672,7470.4597,23760.9624,7690.370216,9631.397694,6209.267148,10541.86883,71735.25074,1
2277.699778,14188.5799,8337.614547,4996.39973,13499.92833,5944.91081,18633.34418,19730.32769,10094.94291,6946.786075,20632.10051,6837.833442,8259.034228,5714.136965,11043.26627,95267.38309,1
2273.603758,13326.35427,6904.284425,5700.590083,8764.694925,3647.334162,16572.22229,17499.62139,9999.348069,5775.407539,14003.033,6799.622577,5393.940306,4575.792929,9942.967866,85034.82134,1
2617.533229,12143.50102,6344.005788,5897.29406,9327.791423,3525.56811,15534.14685,17862.65892,9660.232452,5469.544592,14147.17918,7101.184199,5462.704322,4268.691563,9323.974283,65901.67873,1
2731.211948,9754.450662,6103.061064,5481.810256,10309.92204,4069.729538,14061.30542,18103.54081,8213.615,6113.769259,14950.54613,9174.964482,6407.201012,6042.729186,8860.561687,40375.31818,1
2577.390434,9768.192667,7783.585565,4978.202921,12318.75296,4841.918995,14147.92672,17418.20106,8337.206677,5561.931778,17291.48352,9024.896281,6284.284315,6378.979816,8799.737802,45859.24922,1
2520.159784,6597.547534,7403.632535,4495.27271,9282.784437,3913.075795,14254.61573,16612.89275,6448.271996,6161.950243,14230.6248,7998.282242,5547.260083,5952.728886,8748.829808,58831.63571,1
2313.527621,6785.847825,7942.888257,3670.786115,8617.482211,3940.872181,14050.48628,14515.22333,5342.17796,6090.307389,14261.39361,6604.342151,5337.85241,4153.818686,8568.966868,58152.8984,1
2032.296854,7415.701626,6927.630425,3718.979107,9231.03399,4201.572595,14681.77486,18758.86358,6276.823937,6376.903129,11864.14082,6190.005379,6222.854848,3761.180096,8100.758467,58895.65445,1
1801.130645,7459.001874,7797.106021,3583.587355,11330.44688,5091.173483,14402.49147,18607.56506,7246.849305,6260.907138,15606.1845,7117.330191,6820.833307,3844.692191,7921.027388,46837.30935,1
1790.596675,6018.283193,6744.499726,3398.164397,11761.70877,4536.993918,13345.82855,18179.94156,7140.273317,5636.392537,19089.67337,6945.37623,7058.882182,4007.101462,6220.996372,47451.5647,1
1779.360468,5253.429963,7626.596412,3498.173486,11950.4648,4290.103351,12775.2074,14482.34406,5455.432745,5998.186709,23046.11614,6826.818104,6688.258241,4485.462687,6421.088415,40040.69331,1
2022.399757,6589.909457,12623.59517,3860.693397,14405.04521,5599.031699,13025.42204,14436.43221,5643.648313,6340.376717,37897.82764,6753.35293,9015.297689,4991.831762,6442.044289,49213.56644,1
2344.29807,7749.650516,22379.15821,4569.089084,18935.78887,8496.212469,11523.72942,11816.17915,5765.946284,7609.949931,53507.24301,7861.271361,10538.02206,6844.483042,6821.824908,42521.39895,1
2698.670195,8169.293679,27749.2163,4238.724289,19491.41738,10258.89563,13254.39741,11580.68141,7061.776269,7373.460601,60550.90506,8090.329311,11380.49085,7692.412642,6746.687145,49480.03556,1
2393.326609,6967.335255,28164.33647,4112.239571,18112.64282,8936.689557,12050.66197,9472.836372,6456.26182,6268.528721,50474.77875,7945.440545,10654.13512,8020.817138,5877.128616,37068.20599,1
1972.95709,6089.889153,22692.85789,3917.666459,13989.58047,8515.756371,14784.02862,10626.58377,6524.288141,5444.501378,41024.31219,8543.255668,10203.05673,7592.335187,6952.862161,45621.90209,1
2658.052721,7075.671169,20849.95416,3702.318148,13350.7665,8300.489323,13239.58269,12986.22325,5940.704515,6668.962728,40454.26706,9375.695674,11453.02371,7873.678253,7922.035704,47984.279,1
2872.940561,7008.196821,25604.38558,4372.280189,17728.60031,12228.90873,15630.27191,16624.73387,6517.440325,7512.1349,55873.53045,10220.13046,12341.67217,9572.071166,9377.061954,58223.40931,1
2769.46773,6452.177396,23876.20338,4344.956903,17767.29356,9910.826781,16912.04015,26213.78317,6285.470941,7388.010465,47960.2999,10143.86752,10897.40297,7595.154234,8299.398903,78444.55389,1
1866.80887,5242.661831,22945.09203,4754.55046,17099.06522,9003.382641,16748.63744,24402.79269,5581.68121,6381.889896,44070.34637,9205.570734,9226.324184,7218.324052,8085.003048,72458.52027,1
2092.361973,6046.877914,16107.5041,3697.576788,12571.16297,5693.381621,14761.86588,22669.35085,4803.426136,5824.39177,24306.5467,7437.076544,6695.011975,5153.037958,6863.148783,65856.55054,1
4076.825637,7282.685877,14850.01243,3733.989285,11352.50489,5274.32545,12795.40011,18198.57558,5495.47809,5354.78148,35365.39617,5440.823519,7924.277246,6936.463071,8694.807993,64886.86513,1
4350.203007,8518.499828,11744.32535,3536.997938,9400.981569,5556.02175,17031.39294,20762.21635,5872.332963,4947.071884,41042.68934,5236.208159,8448.382137,7395.012929,8598.533707,71583.58585,1
3928.450482,7351.694657,9289.633614,4269.913932,7261.921615,4733.953356,18029.40695,20198.06748,5009.33409,5443.208073,43263.49058,5250.745095,9422.611795,8038.932121,8968.427845,68363.45222,1
2220.37892,6802.198687,9679.526174,3635.617243,7985.441089,5240.369808,18400.18507,15394.26549,5233.055716,5308.100861,28825.35426,6105.220666,7480.873031,6084.271141,6251.697355,53569.91397,1
2108.568778,5216.869445,11697.69429,3372.104217,9741.47351,4215.495382,15540.21407,12239.86582,6270.304352,5817.116015,24699.68287,7197.31379,6855.60307,4844.051281,5547.284325,57881.16764,1
2225.893521,4771.187079,9830.566222,3011.426453,8827.717878,4002.592544,15965.51171,11922.00197,7044.558274,5433.637111,25072.14332,8239.984031,6320.939486,4476.064099,6894.162416,61982.77305,1
2178.191814,4636.731763,10102.66461,3174.211961,8525.442176,4538.313011,17501.84384,12420.06223,6592.048486,5832.931072,28573.98178,8272.058734,8098.187299,5344.680334,8847.704046,60721.72931,1
2395.695811,5085.94856,10382.47653,3379.495391,8675.763672,6248.92642,19268.6085,13167.57552,6577.291136,6278.609168,30767.47584,8648.703389,9194.009637,7126.10939,12005.95199,52984.33788,1
2128.853354,6822.159788,12179.03176,2988.250064,10165.7803,6609.648137,16742.301,12700.47095,5896.312883,7085.09362,32371.95682,7263.273723,10859.59793,7385.785596,10922.3373,48232.883,1
2440.300045,7116.372379,13297.51529,3091.146131,11612.97142,5850.114582,12634.52088,11574.56749,5710.118077,7181.219033,32184.78703,7029.088543,10442.20833,6757.973559,9069.727469,37931.65425,1
2856.013792,6142.659886,11549.40078,3448.484245,10912.16457,4099.890655,11607.37768,11151.50163,4259.340656,5936.555556,26631.5909,5018.086039,8981.888798,4876.436197,5974.347895,48170.0365,1
2996.244003,5179.811115,11097.86434,3912.748688,12529.23602,4334.375312,13845.71915,12704.7668,4691.621279,4757.520614,25546.30512,6211.420619,8220.453682,5284.002197,6232.321037,49835.10742,1
2844.629045,6867.956902,9116.404492,4193.215246,10699.79228,5425.828527,14346.38339,14070.67411,4416.752951,5738.836888,30320.13738,6784.102586,8259.975711,6593.511977,7556.218347,49543.76697,1
3378.274676,8495.654084,10365.26702,4283.501259,11440.83035,6949.833409,13735.30198,15223.47802,4799.372361,6449.442784,35505.03817,8165.650284,9334.037392,7587.204364,9628.088238,37139.65765,1
3585.823117,8820.439209,11877.46768,4605.309164,11904.44139,7153.328848,14509.45656,19229.30867,4900.777722,7720.476811,36032.84211,8638.555829,11561.91311,7572.511719,10531.09232,50278.33728,1
3458.464165,6782.626539,13314.66096,4676.468694,16862.49723,7831.204387,16324.40221,20967.55067,6423.48172,6537.382588,38633.53067,11463.66412,15085.23572,8485.425622,11684.30163,57968.03549,1
2218.843352,6649.121313,12836.33916,4328.623953,18078.92401,7155.246005,16382.35289,23681.899,7579.61224,7331.118721,32715.31884,11789.05511,15050.29188,8774.65068,10410.87154,73359.91073,1
2491.161205,8431.280319,13354.34769,4316.612491,19279.33948,7537.411185,16136.83405,20745.43105,8323.675772,6522.017951,31744.76247,12738.94483,12169.32839,9128.725132,10976.8004,63146.75097,1
2612.787452,7962.879344,15021.5508,4179.757695,15875.07706,6438.091097,18522.42131,15843.72752,7332.251956,7243.111919,27778.06993,11071.84904,8852.527649,8015.110952,9612.580686,57322.78593,1
2630.133652,7879.400228,15645.86743,4632.689532,17415.05979,6869.185876,18765.72524,11394.98446,7763.088811,8146.785703,29792.81196,11391.41335,8549.314609,7511.867366,9907.996511,44102.29245,1
2718.544409,7402.700453,14352.53788,4914.733347,16168.69257,6576.575372,18221.72592,12408.02711,7738.829404,8737.720164,31094.17741,12784.01034,9763.314836,8453.749903,9131.073971,44475.38596,1
3012.199329,8566.681401,12420.66542,4995.735398,16454.11188,6473.957463,17072.19805,17267.16501,8859.185776,9069.451911,29587.86271,14456.77126,9940.464606,8552.045749,9158.98302,44563.15871,1
3417.162586,8397.683791,10098.25004,4474.603529,14353.16731,6190.009887,21254.25966,22702.0326,7078.504667,8226.436725,26865.20559,15022.33726,10794.21488,8515.533703,10023.11842,53738.58609,1
3638.159582,7835.584667,9946.903056,4126.690552,12821.27208,5534.656573,21363.60744,27426.41913,6619.429965,10757.73951,21345.62362,11698.8577,9119.236875,6813.539455,9723.251534,78161.18384,1
3442.285014,7477.545636,9325.387512,3841.775485,12887.17072,5802.811011,24168.82105,33901.06329,5615.342582,9584.888544,20410.65086,8892.487426,8634.88055,6240.101562,10063.4366,131475.9282,1
3564.223716,6949.726234,11683.23669,3832.422519,14455.36207,5534.642047,19761.7857,34093.95458,6709.358037,10235.71269,21058.53554,9087.233785,9368.818769,6229.215034,9609.246437,129873.5128,1
3152.599485,5883.281593,11621.06382,4040.089924,16682.74478,6651.810348,24064.24042,38151.54093,8154.039717,8691.664008,25986.94467,12101.48377,10631.02155,8738.622864,12086.3725,111406.4916,1
3471.819806,5956.828421,10949.09894,3971.639344,17861.36662,6209.548108,19669.11829,30157.67082,9317.78389,10003.54585,25677.93178,11968.0297,11658.99678,8447.392309,11663.06961,64783.98807,1
3619.229691,7570.478116,9933.811121,4226.850926,16049.96624,5339.671473,17759.15657,26564.4959,9448.844059,9117.976584,23120.64456,10986.19618,10523.15941,8306.361855,10969.75192,65378.49401,1
3679.556658,8343.560457,10765.88441,3259.782853,14838.75584,4206.292837,13119.36637,19179.79446,8797.89658,10153.65381,19176.70349,7778.289337,10691.09284,5076.898201,8692.123995,60625.84176,1
3268.311948,7973.40435,9455.20024,2719.938238,13346.11064,4526.392022,17130.67853,27970.84196,8174.249644,10639.41043,16588.94328,7614.321765,9474.721274,5102.701456,10007.30186,97236.12568,1
3453.170419,7204.067957,10022.6345,2953.540213,14556.93777,5855.808422,23530.82836,35831.26436,7366.969065,11089.83114,24592.89714,7599.860609,10090.44935,5572.043694,10354.71538,120694.7142,1
3446.131654,7704.349149,10199.06185,3650.51052,14143.47349,7072.960552,30195.30641,39986.48611,6861.969938,9307.523646,24754.6147,9038.310567,9478.043615,6753.430534,12701.83255,148401.7061,1
3305.481889,8431.76889,13413.64054,4081.781378,15668.40072,7248.351653,26654.53018,33116.38513,7308.78088,8172.023421,29113.3315,8665.224253,12319.27385,7663.320876,13050.1938,111476.6531,1
3076.860748,8024.695052,12506.10861,3816.446331,12578.38178,6122.897478,21495.66849,26880.74281,7223.447401,8182.216322,22163.57602,8432.868432,11433.89677,6963.077015,12494.40224,85722.79726,1
2849.586328,7443.62643,11380.46529,3483.651263,12024.48045,5389.063537,15272.48507,20845.16672,8424.176602,8213.081981,21133.66658,6854.045136,10951.1975,5914.172509,9390.37707,63915.80194,1
3539.608907,7605.809196,8451.781844,4464.377789,18601.70765,5069.865462,15993.12558,23517.08944,9352.59065,9100.896831,18738.56384,8064.650275,9594.56851,5606.438367,9151.756158,64801.72862,1
4295.478195,6520.575683,8231.363894,4890.720943,21034.44264,7474.481343,16327.53248,20893.11673,10878.93081,8449.237863,19741.74127,7425.544799,10521.29689,5098.728377,8760.719195,58606.17982,1
4430.452911,5815.384221,8050.997465,5146.550525,22226.03685,6829.316171,15880.93482,20684.09615,9749.351373,7896.810812,19279.31204,7911.776146,9986.120174,4968.705924,10798.93216,57569.50528,1
3899.193899,5628.94415,7548.112712,4533.095413,13743.33765,6115.408011,14258.78232,15962.41717,8619.872936,7025.428852,17326.60943,6803.107837,8656.688995,4048.901857,10140.98606,78703.14546,1
2721.05886,6837.415127,6755.802237,3717.529025,12050.04369,3312.014071,13680.24109,16132.9608,6834.419616,7397.398153,14621.20744,6158.980815,6549.529445,4189.577867,10000.287,69572.44441,1
2844.180936,7164.954518,5515.749294,3524.349134,9008.402163,2686.374963,13672.5368,15926.287,6631.785075,8190.074225,13668.43537,6614.60719,6298.197077,4014.614008,9755.442845,70176.12027,1
3084.377338,7583.33649,5257.740819,2953.794842,9842.216838,3071.588913,13088.8135,16123.36235,5864.310087,7747.51355,12978.67248,7523.084703,5223.836577,4378.418125,10164.73025,43905.93338,1
4000.812974,8929.967185,5002.920074,3233.779305,9906.18782,3200.520733,14986.27185,21541.38155,6129.085489,6803.190349,13388.96596,8519.008814,5538.943435,4378.654313,9988.563158,56287.86627,1
4341.082401,8426.895967,6022.191546,3303.471265,10579.51916,3994.167037,17805.00108,26901.45665,6233.575495,6515.247953,14454.46176,10760.92494,6822.752315,5113.400245,10293.32785,62851.61771,1
835.6516199,2380.980151,4643.063774,1938.958898,4763.129665,2261.852281,14129.57554,13298.13203,3193.0075,2267.813503,7380.281223,3082.598362,3358.007602,3353.464884,5643.957465,68259.63012,1
1053.611292,1844.625755,3748.293275,2040.454359,4239.921202,2426.687625,15523.01803,17775.76869,2909.852978,2158.568445,6784.487278,4411.683517,3674.174371,4001.11499,6724.129671,65812.72369,1
1246.284162,1457.329814,4038.875758,1842.136693,4184.905316,2220.793147,15149.59054,19270.32596,2775.779068,2231.372323,7399.931065,5222.572195,3177.545795,3821.905542,6374.868541,65423.21321,1
1114.654464,1218.412107,3158.685575,1636.462044,3838.27462,2135.021265,15273.85342,19388.04352,2516.180527,2381.668816,6113.963926,4839.000375,3436.074262,3138.763109,5839.222227,62753.10253,1
935.0777495,1617.091234,3076.062773,1527.989439,5161.964227,1966.095543,12354.63044,14579.94728,2828.606015,3045.395368,5497.634843,4260.796004,3389.491537,2200.455341,4860.198688,56873.11919,1
772.3254944,1559.057691,2452.523759,1685.151471,4966.737527,1854.246824,10107.86933,11036.52559,2737.693534,2629.654142,3980.895566,3368.9062,3652.004325,1796.410586,4357.51826,51666.01047,1
749.2837605,1728.776085,3215.129354,1535.621115,4744.721533,2052.912883,9051.64319,9123.778584,2827.33695,2541.886346,4641.104162,3705.661119,3491.036206,2102.27101,4570.042685,47489.44411,1
828.6031335,1269.878913,3404.177282,1431.860667,3961.042116,1733.628817,8097.728049,8151.323216,2208.360338,2161.167002,5025.891218,3026.709826,3418.73935,2593.534967,4950.422789,45815.34708,1
1032.448394,1771.686299,3284.219833,1295.141785,4172.732401,1800.274135,10001.5395,11163.54166,2629.71254,2666.585348,5673.576282,3065.290496,3198.095596,2823.614277,5609.315522,57659.99807,1
1091.921345,2111.327744,2398.390921,1466.882012,4032.838634,1489.136788,9790.932693,12884.79142,2885.41135,2788.929938,5456.783646,3362.794689,2686.92336,2541.474413,5423.787079,66913.88646,1
1079.255276,2497.567796,1966.345559,1578.922775,3720.272019,1762.176636,11543.97905,13988.95525,3404.303273,2601.41837,4208.097406,3490.278304,2296.954682,1812.656906,5222.923715,69063.80526,1
902.975875,2378.239454,1992.607066,1418.84732,2955.120643,1531.654057,9743.997105,11452.44143,2951.345685,2588.837658,4625.541231,4148.324907,2761.608316,2166.235961,6657.197144,47692.90288,1
899.356901,1900.828677,2467.062253,1278.149934,3142.650244,1942.566575,13147.43119,10464.25647,2982.41461,2300.590871,4465.41514,4397.453425,3131.683138,2649.245414,8520.517159,46662.59347,1
817.0533089,1526.340967,3403.637527,1610.741423,2637.262949,2148.724963,16328.00259,10408.19354,2742.739407,2319.329618,5928.161495,5654.346142,3431.993229,3270.132776,9089.230753,54431.92876,1
919.5686453,1755.963597,5327.532917,2088.658123,3705.408477,2922.466516,19017.76757,12043.45583,2896.624032,2284.650323,10030.09439,6869.435632,4763.100943,4240.124266,8382.398393,68009.67301,1
777.6359649,2159.8004,5797.124816,2448.29226,4598.151887,2971.080899,16367.82454,11044.13729,3322.168274,2579.047243,10279.41998,7488.249571,5008.408686,3960.801665,6466.222584,56304.61925,1
771.8300536,2159.72416,5923.836225,2420.979415,5424.05529,2589.409313,11797.33319,9813.993311,3520.037284,2545.618582,10222.82647,7291.190317,5215.915963,4279.381947,5727.756079,45066.85809,1
948.1755166,1853.275778,5280.488852,2523.511412,5581.791919,2160.09659,11120.99452,8473.65064,3957.373726,2443.849409,5867.139134,6319.086408,4128.067246,3401.000898,5268.101187,38201.83816,1
1127.742307,1704.031881,5322.432584,2110.845192,5967.086044,2256.709149,9950.740116,7294.111682,3801.726568,2456.395656,5644.774486,5431.74676,4356.592812,3544.998666,5471.316055,41962.65839,1
1090.490233,2194.888933,6079.187499,2012.592165,7017.372823,2579.90064,9824.664861,9060.926632,4100.387599,2590.458168,5959.656541,4885.873684,4476.665833,3348.356686,5748.940739,44918.22537,1
880.7066644,2016.169576,5684.820666,1503.647903,6613.163647,2367.76809,7768.858939,9020.257264,3206.445791,2536.480463,7089.772458,4661.145846,3909.182718,3047.667567,5312.315384,45495.88956,1
865.275618,2893.90754,5309.096142,1579.540685,5876.178751,1966.003919,8535.458465,9301.675,2893.869819,2791.656579,7774.871599,4260.320161,3925.277741,2880.616484,5378.426838,45377.10811,1
903.1071334,2583.176135,3512.008468,1371.571013,4725.274651,1911.779954,8335.722861,7061.962895,2346.692399,3343.826129,6485.42035,3290.101292,4969.290862,2587.018313,5006.066863,40691.77511,1
958.6443,2677.354627,3299.744653,1651.22333,5233.248031,2184.345096,11226.05747,7328.613147,3099.164891,3202.226731,4795.668476,2819.197391,5482.987362,2163.124933,4644.926747,40971.39268,1
976.3199021,1849.36759,4804.842193,1724.535315,6161.53983,2543.383799,9910.967249,6640.012465,3056.047366,2861.65046,4839.704902,3716.941227,5126.63194,2294.275958,4164.237787,37621.24884,1
1136.645934,1742.974361,5096.517996,2212.224132,6058.408287,2349.790434,11433.84981,7092.265147,3563.091085,2236.686944,6464.239593,4201.692266,3990.710603,2506.011964,4132.322277,54008.55035,1
1035.203933,2023.2253,4613.562868,1846.665879,5035.494863,2299.955171,8900.783192,7435.959891,3042.759196,2541.943793,6536.162142,4470.368188,3465.367916,2853.149201,5057.659235,53750.28946,1
975.7891266,2055.332535,2330.851434,1888.121344,3377.736256,1904.670475,10760.91611,9007.136468,3263.457737,2886.85036,5833.765139,4884.234543,3449.410817,2856.500138,5676.682821,58042.27668,1
839.6608959,2214.033132,2105.165828,1617.50175,2737.840351,2021.629092,10822.04959,9783.402784,2871.585708,3337.782167,4441.669059,5602.266658,3546.17033,3093.467493,6668.988637,52244.66717,1
781.4208346,1707.085592,1684.246374,1740.544836,2709.667016,1748.859859,9880.516358,8605.462659,2768.661968,3615.859273,4533.541274,5233.37566,4177.563603,2841.819288,6237.734471,46205.97873,1
948.734985,2056.980595,1910.492217,1853.46826,2568.483633,1666.230337,8938.527793,7599.574673,3361.795862,3710.958258,4633.442569,3916.813161,3474.563227,2673.180229,5652.697395,42840.56143,1
1019.944411,2135.705259,1843.755952,1682.325443,2650.448808,1431.476213,7732.719201,7593.949472,3004.728796,3710.286027,4361.357458,3145.47409,2907.567374,2192.779692,4404.836444,32815.42006,1
1088.733577,2257.629034,2224.09733,1624.844535,3142.676154,1492.479148,8089.603697,8039.478278,3236.400277,3404.173634,3943.400577,3195.647368,2152.604782,2327.557478,3924.928686,38181.52956,1
844.3911166,1651.643856,2143.78883,1489.265385,3683.790406,1628.107103,7891.694392,7268.496867,2421.754979,3114.87038,3600.333426,3305.555073,2443.333366,2201.582874,4807.909859,39896.14115,1
747.064184,1537.692354,2128.123902,1602.136123,3956.817005,1598.730306,7901.512639,5891.659771,2630.731912,2534.18967,4494.754059,3443.462784,2633.677842,2508.92001,6051.026209,45027.17879,1
741.5811622,1997.177411,1965.751142,1788.249159,3218.37881,1663.036012,9490.899584,6333.824954,3106.468285,2621.644916,4886.887171,3471.082201,2918.588719,2385.918885,6283.206844,46982.43407,1
664.4594263,1944.747042,1931.657391,1639.02397,3588.633711,1503.065219,8778.258384,6361.713485,2931.70949,2401.177483,4107.660203,3093.995735,3602.859152,2218.515706,4930.158212,41911.67474,1
819.7729943,1685.986836,1842.191845,1790.671642,3196.872651,1376.955165,8256.963728,6726.709758,3944.044208,2671.408719,3178.136302,3890.827524,3727.527524,2035.95684,4221.606076,33001.04908,1
832.5305737,1714.633724,1711.341405,1779.443083,3861.040531,1306.44275,7922.379549,8425.735219,3864.455847,2976.416949,3013.342965,3886.865127,3742.987134,2070.815622,4403.370117,35176.00663,1
990.8319845,1905.958701,1528.363218,1824.593246,4814.648516,1337.023306,8127.259481,9490.666039,3766.742617,2825.927486,3527.225479,3808.843642,3471.191023,2109.576311,4582.266596,36944.67538,1
896.9500603,2467.970392,1530.29919,1629.820528,5207.547797,1311.96264,8620.926697,8701.154783,3059.046017,2790.777765,3113.77774,2384.94768,3345.009709,1670.086026,3704.639008,40256.43616,1
776.2074906,2013.514427,1655.76473,1349.957549,4634.446725,1391.199607,8187.128865,6235.47749,2285.674875,2433.768926,4244.461727,2271.745863,3746.196362,1565.26728,3141.453737,29384.41151,1
