ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,label
52,59,43,50,52,49,57,58,57,65,55,48,54,56,55,57,1
58,54,45,53,53,46,59,68,54,64,45,57,57,49,60,57,1
65,55,46,56,59,47,59,69,57,65,49,66,53,60,64,61,1
66,52,49,52,60,57,59,75,57,73,47,75,53,64,63,65,1
65,49,50,50,64,59,58,71,55,72,59,71,53,71,63,64,1
67,52,50,48,62,58,67,70,55,74,54,71,54,60,65,62,1
65,53,51,51,63,51,62,69,53,73,62,65,59,63,61,61,1
55,53,53,49,55,46,61,71,55,72,56,65,52,61,57,60,1
52,52,53,46,58,47,56,70,60,76,60,62,60,64,56,60,1
56,52,54,46,59,53,54,65,59,76,53,56,53,52,55,57,1
65,56,55,45,67,57,55,66,57,82,47,50,56,49,53,55,1
59,53,56,46,61,55,52,66,48,77,40,47,51,49,47,52,1
58,54,56,45,63,55,55,63,46,79,46,50,54,56,47,55,1
46,54,51,48,59,55,54,59,49,70,54,54,57,55,49,58,1
56,65,53,55,63,58,53,69,49,72,60,56,55,60,60,67,1
50,66,50,55,59,55,55,72,53,73,59,56,56,56,56,64,1
61,61,57,61,62,48,59,67,47,72,62,58,48,62,54,65,1
55,51,57,54,63,47,57,53,47,73,58,62,44,58,49,63,1
60,54,58,58,62,49,50,50,45,65,46,58,36,56,52,58,1
60,53,54,50,56,55,46,54,45,71,43,61,36,58,64,57,1
56,50,52,49,52,57,40,60,50,73,47,55,41,55,59,58,1
57,49,46,49,54,54,43,65,50,75,54,58,43,60,58,65,1
54,51,40,51,56,53,44,63,55,69,53,50,45,55,45,62,1
57,53,46,56,64,58,54,56,58,63,56,51,55,61,46,59,1
50,47,46,47,58,56,54,59,59,63,58,56,61,58,46,53,1
48,46,46,45,54,58,51,60,55,66,55,52,64,52,44,53,1
48,43,43,41,47,55,54,62,47,74,51,52,56,50,46,54,1
48,44,44,46,52,68,55,65,49,73,51,48,54,54,44,58,1
49,43,49,43,59,73,59,64,49,71,46,53,51,53,47,55,1
54,51,50,44,62,70,56,63,50,67,51,53,50,49,44,55,1
59,52,56,40,63,63,51,56,50,68,51,50,48,45,45,56,1
59,59,58,45,57,53,56,59,54,71,61,53,46,47,45,64,1
56,57,55,52,63,47,54,61,58,69,57,57,43,51,47,63,1
56,59,53,56,61,45,62,68,56,70,59,61,44,53,49,63,1
62,56,51,57,66,53,60,66,56,71,61,60,44,58,50,56,1
67,58,56,56,58,63,65,66,53,73,61,60,46,65,60,57,1
71,59,65,55,65,63,61,64,57,74,64,60,45,64,61,52,1
64,57,60,50,59,56,63,64,58,70,56,55,42,61,59,57,1
60,53,62,51,62,57,57,63,59,70,60,52,38,52,50,57,1
49,49,53,56,56,61,55,55,53,71,57,54,37,51,48,58,1
46,53,59,62,56,59,55,55,49,77,68,62,44,50,53,59,1
40,56,58,56,52,57,58,62,47,74,71,60,48,52,54,59,1
42,63,52,53,55,51,61,69,53,70,76,58,54,52,54,65,1
47,61,50,49,55,54,55,70,55,70,66,55,53,47,52,66,1
48,56,43,50,54,52,53,62,58,66,68,62,57,53,50,65,1
50,50,52,48,48,58,53,55,54,72,64,60,52,56,48,62,1
52,60,52,49,51,56,58,54,57,77,69,56,58,69,47,63,1
59,64,61,52,57,51,56,58,52,89,63,58,56,67,44,62,1
64,66,62,56,64,54,59,64,49,91,52,56,52,60,52,56,1
62,57,66,58,64,54,62,68,42,80,53,55,45,49,53,52,1
61,61,57,59,65,54,68,68,45,76,45,45,43,47,57,53,1
58,65,51,58,59,49,61,70,52,78,57,46,59,51,55,63,1
55,72,52,55,59,58,52,68,54,85,56,45,68,53,54,69,1
50,70,53,51,59,59,44,67,49,80,63,51,67,57,55,71,1
54,61,60,47,63,63,44,64,45,73,55,53,60,57,52,66,1
51,53,57,47,52,51,43,61,45,67,56,55,45,55,49,63,1
54,48,58,48,53,48,46,59,44,63,53,56,43,53,45,59,1
49,52,53,52,55,45,55,57,46,60,57,52,38,61,47,58,1
56,54,55,52,59,52,62,58,48,69,60,52,50,65,53,60,1
59,53,49,52,59,53,63,60,49,71,64,53,53,65,52,71,1
64,50,50,51,60,51,54,63,50,75,66,55,51,60,52,66,1
65,49,49,50,61,45,51,62,47,70,67,58,45,58,47,57,1
60,51,54,50,62,44,48,59,52,66,69,57,43,57,46,53,1
57,56,58,53,62,47,53,66,52,65,62,55,52,52,45,57,1
61,58,58,54,64,44,52,70,52,67,55,50,60,50,45,60,1
71,59,59,57,65,51,59,74,50,71,53,49,66,46,52,59,1
71,57,58,52,65,50,59,67,51,71,54,54,59,48,57,61,1
60,52,61,51,67,57,58,64,49,74,67,58,58,55,61,56,1
58,52,57,48,66,55,56,65,50,81,62,58,53,56,59,58,1
54,51,53,47,61,55,59,59,49,84,68,56,54,56,53,55,1
61,55,52,56,57,52,61,54,53,73,59,56,48,47,53,59,1
59,52,53,58,54,48,56,58,53,68,65,52,45,48,52,62,1
62,54,54,59,60,48,52,63,52,63,55,53,48,50,58,62,1
60,60,57,51,67,47,54,72,52,71,53,57,50,57,55,58,1
57,62,53,50,70,53,60,73,55,72,47,58,60,56,54,51,1
61,64,59,53,69,53,67,70,53,78,56,55,57,57,51,57,1
66,59,53,53,67,63,68,72,53,80,55,48,61,56,58,61,1
61,57,57,51,63,57,59,70,49,80,54,61,57,63,55,64,1
55,50,59,49,58,58,54,68,48,81,52,65,50,62,53,60,1
50,49,65,50,57,51,50,58,50,82,59,71,52,65,46,66,1
53,56,69,51,61,47,52,54,50,72,62,61,51,60,42,62,1
51,55,66,47,60,43,51,53,52,68,58,53,55,56,38,68,1
47,58,57,47,60,46,53,61,47,67,54,53,47,51,37,65,1
56,49,54,45,61,51,59,59,45,73,49,54,48,52,44,63,1
53,53,54,49,67,55,55,62,48,74,50,57,52,54,50,59,1
53,50,55,47,64,54,58,65,58,74,46,55,51,56,52,61,1
48,56,52,50,56,55,56,67,66,72,57,54,45,49,45,66,1
49,52,64,61,59,57,54,60,54,73,63,65,56,63,55,64,1
61,57,62,61,56,53,57,63,57,67,62,61,48,57,54,61,1
62,59,65,56,59,59,69,67,56,74,57,62,54,55,46,61,1
63,60,66,60,61,63,71,65,57,73,54,61,53,57,49,61,1
55,54,65,58,72,63,66,60,58,71,55,58,54,54,52,64,1
59,57,55,57,68,58,60,59,58,64,55,61,49,51,53,64,1
63,58,55,50,63,55,56,66,59,59,56,54,45,55,52,62,1
60,62,61,46,53,55,58,74,60,57,59,54,46,53,54,62,1
57,60,65,53,58,51,67,77,61,65,70,51,48,56,55,65,1
55,57,63,57,58,49,69,79,65,69,75,56,50,55,55,65,1
62,56,59,66,66,52,68,75,66,78,80,60,51,55,50,66,1
64,50,61,62,64,48,59,72,64,71,71,56,51,52,50,68,1
66,54,73,60,71,50,62,63,63,74,70,54,52,54,57,69,1
68,55,71,57,67,42,63,68,63,76,69,52,50,58,62,71,1
64,60,70,56,65,49,57,68,61,71,65,54,48,59,64,70,1
58,62,59,55,60,46,62,70,58,71,60,53,48,57,57,70,1
58,63,62,51,60,51,69,71,59,62,54,53,49,59,57,71,1
65,62,69,51,62,53,73,70,59,68,56,58,57,60,57,68,1
69,57,73,45,64,56,70,77,60,65,53,54,59,60,61,66,1
61,57,69,51,59,52,65,72,60,69,63,55,53,60,56,63,1
55,55,61,59,54,51,64,69,59,67,72,51,54,64,56,61,1
48,54,56,63,53,46,54,66,52,68,72,53,54,67,53,64,1
52,62,55,53,56,56,52,70,52,69,66,51,58,65,57,64,1
51,66,58,52,57,60,53,72,54,77,66,57,55,57,58,69,1
58,75,59,51,60,56,52,73,57,75,68,59,57,53,59,66,1
57,64,62,55,66,48,54,61,52,73,67,64,53,52,54,63,1
57,68,59,48,65,46,56,66,56,66,59,59,50,55,49,61,1
53,62,63,47,62,52,63,63,57,74,69,63,48,61,46,66,1
57,69,67,46,61,62,73,73,69,71,70,60,56,63,53,71,1
62,66,70,52,63,56,75,74,63,73,72,59,52,61,56,74,1
61,66,68,61,63,58,72,67,60,68,60,54,55,70,57,70,1
63,60,71,63,58,54,62,68,51,69,59,47,52,63,53,71,1
64,57,67,60,60,60,57,67,52,71,58,48,55,62,58,70,1
72,57,63,54,64,59,59,71,53,80,68,49,52,61,63,75,1
65,59,56,51,64,52,56,68,54,87,70,60,46,62,66,80,1
61,62,57,54,69,50,54,65,52,88,72,60,44,63,58,75,1
56,59,60,61,69,52,53,66,51,86,66,61,44,59,56,71,1
58,55,62,67,85,56,52,63,47,82,66,57,53,62,54,62,1
63,53,65,69,83,57,51,63,51,84,67,60,53,63,57,65,1
58,52,62,67,81,56,54,57,52,77,69,61,52,59,52,60,1
56,61,68,60,66,61,62,59,61,80,66,60,46,58,52,60,1
53,66,59,52,63,60,68,56,58,75,61,59,47,62,52,62,1
60,68,60,45,60,58,68,66,58,74,60,60,49,66,52,64,1
65,69,54,42,59,52,67,65,55,63,65,65,50,63,53,70,1
58,63,58,50,55,52,67,66,61,63,69,63,52,57,50,65,1
69,63,59,50,59,49,68,63,63,73,66,70,52,54,55,67,1
69,57,59,54,58,52,65,64,58,75,68,66,52,61,53,64,1
76,55,63,51,62,60,57,62,52,70,66,68,53,61,50,67,1
67,57,60,56,64,58,54,65,57,59,67,56,57,61,45,69,1
63,54,62,60,67,58,55,64,60,66,62,55,65,56,47,65,1
68,56,60,60,76,48,66,70,62,69,55,51,59,55,46,66,1
65,58,62,53,70,52,63,63,55,85,60,60,54,56,49,69,1
64,61,58,47,68,50,62,66,55,78,68,57,53,58,48,74,1
55,66,60,46,58,53,58,68,60,74,71,62,54,68,54,69,1
59,69,65,54,58,59,63,74,62,67,71,63,51,65,54,66,1
64,66,64,62,54,59,70,74,62,69,63,62,48,57,48,61,1
67,61,62,66,57,59,67,73,59,76,60,58,51,52,48,64,1
65,57,55,65,67,49,65,71,61,74,59,54,57,52,45,62,1
61,56,53,57,68,55,52,68,54,83,62,62,63,60,49,60,1
63,49,56,51,68,53,49,65,49,78,62,61,53,59,47,58,1
68,45,65,48,63,63,51,70,49,75,61,61,55,61,57,57,1
68,48,67,52,65,64,58,68,56,69,59,52,54,62,56,66,1
64,55,66,49,62,63,61,66,57,70,62,50,60,67,57,67,1
58,54,60,48,57,57,59,61,54,71,64,50,56,60,48,64,1
50,51,66,50,54,52,56,64,50,75,62,50,52,50,50,55,1
51,49,58,53,54,50,60,63,47,78,61,51,52,45,49,51,1
49,51,60,50,54,50,64,61,52,79,60,54,45,50,53,56,1
49,55,53,45,53,53,60,58,52,79,63,55,44,59,51,58,1
50,55,53,50,50,53,60,62,58,79,62,59,48,54,52,64,1
58,61,48,53,54,54,58,61,52,74,54,60,61,48,56,65,1
63,63,50,54,56,51,58,61,56,68,57,59,65,47,56,73,1
64,70,56,50,62,52,59,64,61,69,58,56,65,48,57,70,1
56,62,57,54,63,53,57,60,60,83,59,55,56,49,49,70,1
58,55,55,49,64,50,60,66,55,87,57,53,53,46,47,62,1
57,47,56,55,59,56,56,61,47,82,56,52,54,51,45,58,1
61,48,62,55,55,54,60,69,50,76,60,51,49,54,48,56,1
60,57,69,61,59,61,64,70,57,76,57,59,49,49,54,57,1
54,58,64,59,57,55,68,72,62,74,64,62,43,47,57,66,1
53,61,62,55,53,54,66,75,63,69,65,60,47,48,58,63,1
51,57,59,55,49,46,63,71,56,71,68,56,44,54,48,64,1
54,59,58,49,59,50,59,69,52,72,64,57,47,59,49,62,1
55,59,53,53,60,49,55,68,53,71,59,60,47,60,52,67,1
55,60,54,50,53,50,55,66,54,63,56,62,47,57,55,64,1
56,57,54,54,45,54,49,63,56,61,54,64,49,59,56,63,1
52,56,54,52,47,55,48,60,53,64,55,61,47,57,53,61,1
49,53,45,49,51,57,42,54,54,68,56,51,50,53,51,63,1
48,55,48,49,57,52,50,56,54,73,59,54,59,52,45,63,1
50,59,48,51,63,46,56,63,55,72,65,53,62,57,47,71,1
60,58,51,53,68,46,61,71,56,70,66,55,58,62,51,67,1
63,63,49,50,73,44,58,74,58,73,63,46,54,55,49,70,1
63,57,46,46,71,46,53,71,53,74,60,57,56,57,43,65,1
52,52,51,46,67,50,56,74,53,70,59,62,61,53,37,72,1
60,47,55,51,62,53,59,70,53,64,59,66,58,60,42,78,1
63,48,58,53,56,55,61,75,54,64,59,58,56,61,47,73,1
68,51,61,55,55,53,59,70,54,63,63,62,54,73,52,79,1
55,51,57,55,55,57,53,67,56,65,66,62,53,72,53,71,1
55,53,58,59,64,57,57,56,59,65,70,65,47,72,64,69,1
58,57,52,62,68,55,56,54,58,69,72,62,46,64,68,55,1
53,58,59,63,67,68,53,58,63,58,64,68,66,64,53,52,2
54,64,59,69,70,74,52,55,62,57,59,67,68,68,48,50,2
53,66,63,65,75,74,53,57,67,64,57,67,73,70,48,51,2
49,63,63,70,75,71,46,48,64,58,59,65,76,65,53,45,2
57,67,61,67,71,60,38,45,59,60,54,63,75,70,61,46,2
61,62,59,71,66,58,39,42,60,52,54,72,72,72,66,38,2
69,64,62,74,65,57,48,51,62,54,49,73,72,76,64,42,2
72,62,64,71,66,64,56,54,70,56,47,71,69,74,61,45,2
69,67,66,74,68,73,57,54,78,64,50,67,72,72,64,56,2
62,65,57,73,64,70,59,51,69,67,48,62,69,69,70,62,2
56,62,56,73,62,69,54,54,69,66,54,71,69,67,67,64,2
59,60,61,77,61,69,63,55,57,59,57,73,73,72,63,59,2
57,60,61,71,69,79,55,51,61,59,58,77,75,77,55,54,2
64,57,58,68,75,75,52,48,67,64,57,72,81,74,51,48,2
62,51,54,64,78,67,40,47,70,70,50,68,77,71,48,49,2
67,50,50,64,65,62,46,46,63,68,56,73,72,69,49,48,2
59,59,50,61,61,62,53,48,58,62,55,70,73,75,53,48,2
54,62,45,57,59,60,54,43,54,57,53,62,76,75,51,43,2
49,58,47,56,64,65,49,51,66,58,53,54,79,70,47,43,2
51,51,49,59,59,68,50,49,68,62,52,50,74,64,48,47,2
59,53,53,59,59,70,48,53,76,70,61,59,72,61,51,47,2
64,58,57,58,56,60,50,54,76,72,62,63,67,66,59,49,2
65,62,60,58,68,62,54,52,77,70,61,69,66,70,60,50,2
61,60,61,55,67,64,57,55,69,63,66,71,66,70,64,57,2
60,64,63,62,71,71,54,53,69,61,63,74,64,66,60,59,2
56,58,64,61,64,70,49,56,64,63,67,73,68,66,58,63,2
53,59,63,71,67,67,51,51,73,67,60,75,69,67,62,63,2
49,59,62,66,69,62,56,50,67,63,59,71,77,66,62,62,2
50,66,56,66,64,64,62,54,68,64,61,74,76,66,63,62,2
56,70,63,65,67,69,69,61,63,67,69,71,75,69,58,61,2
52,67,56,62,66,78,69,61,66,75,72,78,75,76,64,60,2
55,71,64,70,68,73,63,58,68,78,69,73,73,80,59,54,2
56,72,65,69,72,72,57,61,75,77,61,75,82,82,56,56,2
64,71,72,74,75,66,52,54,73,65,54,72,76,78,48,51,2
66,65,71,70,82,61,47,53,74,60,53,69,77,72,49,54,2
60,60,62,64,74,62,47,48,70,60,52,70,70,72,48,46,2
55,55,57,63,77,69,45,56,71,68,53,69,71,69,50,52,2
51,57,55,67,83,73,52,60,75,66,51,74,69,75,51,51,2
55,59,59,72,89,70,54,58,73,56,52,70,66,78,56,51,2
56,62,62,75,82,60,56,56,76,48,56,66,63,84,48,45,2
55,67,59,73,75,68,58,55,71,49,62,63,65,81,59,43,2
51,67,53,63,68,67,54,46,65,45,56,60,61,80,55,46,2
54,67,52,62,66,64,54,46,66,54,50,56,69,76,58,46,2
52,62,56,62,70,62,47,45,64,54,55,61,71,84,52,49,2
56,61,60,70,66,66,51,60,62,64,58,70,79,77,56,53,2
58,59,64,76,68,74,47,62,64,70,64,72,76,78,62,57,2
58,63,59,72,63,68,49,59,64,71,54,66,74,72,56,54,2
51,67,55,69,70,68,53,51,71,65,56,54,66,68,53,47,2
50,73,52,62,69,67,56,50,68,62,57,66,71,71,57,51,2
48,68,50,64,70,69,54,50,70,62,60,64,72,74,61,56,2
55,68,55,64,63,65,53,48,68,62,57,70,80,71,60,55,2
55,62,50,66,68,66,54,46,76,54,55,61,70,76,58,51,2
62,66,56,64,62,69,54,47,74,53,53,72,68,72,63,50,2
63,63,57,68,68,72,52,56,76,56,56,79,66,77,61,49,2
62,68,64,64,72,73,55,61,68,60,62,81,71,64,58,48,2
61,71,61,67,75,75,56,60,67,58,66,75,74,61,56,44,2
60,66,56,68,71,79,52,50,68,56,67,68,71,69,58,42,2
59,61,55,72,63,75,49,47,73,53,62,69,68,74,62,45,2
58,58,58,75,70,72,51,47,78,56,60,72,64,77,60,51,2
53,59,56,77,74,65,53,53,79,55,62,78,64,68,61,53,2
55,63,61,75,79,71,64,59,77,63,61,85,65,70,66,53,2
57,63,60,67,74,72,58,60,76,72,66,88,74,67,66,42,2
61,66,66,68,72,66,58,60,71,73,63,85,76,68,66,42,2
57,67,64,72,68,65,56,54,68,64,58,76,75,65,54,42,2
56,63,68,76,68,66,61,52,66,52,54,68,67,67,57,46,2
56,64,68,74,68,71,65,53,73,58,57,67,70,68,55,50,2
60,64,61,68,62,70,61,53,70,72,60,68,76,64,56,45,2
59,67,63,61,58,71,58,50,69,73,59,69,77,62,51,40,2
60,68,60,59,58,69,48,46,65,67,61,67,74,64,46,34,2
61,63,69,64,62,67,39,44,66,58,62,70,71,66,51,38,2
58,58,58,67,71,67,46,46,70,62,66,67,71,64,51,43,2
54,56,52,70,72,66,47,50,67,69,68,77,69,61,51,46,2
51,62,46,68,71,64,54,51,68,71,68,74,69,59,50,48,2
56,72,46,70,70,67,58,48,65,67,64,76,71,54,54,44,2
62,69,56,68,68,72,58,46,64,66,62,71,81,56,60,53,2
70,66,63,63,69,75,57,46,66,60,65,71,81,63,68,54,2
69,59,70,65,65,68,50,51,65,68,69,73,78,70,62,56,2
71,64,73,61,65,64,55,53,69,67,68,72,76,72,60,50,2
58,67,63,62,64,65,55,51,66,66,63,73,83,69,51,41,2
51,69,60,65,72,73,53,49,71,65,59,73,81,70,54,40,2
46,67,54,74,78,74,48,52,70,60,59,76,82,74,54,40,2
56,64,64,78,77,65,52,55,72,63,63,76,81,74,55,41,2
59,67,69,76,73,61,52,57,69,61,63,77,84,78,57,43,2
62,66,71,73,71,64,59,54,75,63,56,76,85,67,54,46,2
62,66,65,72,70,73,53,52,77,67,57,72,84,67,60,51,2
67,69,68,75,70,66,54,49,71,64,55,71,86,65,59,50,2
62,64,69,69,65,65,50,45,63,65,61,76,81,66,59,47,2
57,73,68,67,66,59,53,45,67,64,63,79,79,70,54,45,2
46,64,58,60,68,64,48,42,76,75,67,82,70,67,51,47,2
47,69,58,62,66,57,46,47,78,72,68,82,72,76,58,47,2
50,61,60,62,68,60,43,46,73,73,58,81,63,70,52,43,2
66,63,62,66,63,57,50,50,72,73,57,77,70,71,57,46,2
66,64,59,67,73,66,58,52,70,78,49,67,71,65,55,47,2
59,57,57,65,73,70,65,55,73,78,62,70,83,68,64,49,2
55,65,63,66,71,76,60,57,70,78,60,79,79,60,65,46,2
57,64,58,68,64,73,49,51,71,71,67,87,76,66,64,38,2
64,72,62,76,63,75,40,50,69,67,68,86,73,67,65,37,2
58,61,55,76,66,72,40,52,70,64,77,80,68,70,67,39,2
60,66,57,77,66,76,53,48,63,67,71,75,77,68,64,56,2
61,64,53,75,64,73,61,46,63,74,76,78,73,73,56,60,2
52,65,54,75,64,74,59,55,72,71,78,75,70,73,55,52,2
51,68,53,63,63,69,61,55,71,61,72,72,69,74,53,46,2
53,70,54,67,62,63,65,54,76,51,67,68,73,60,63,43,2
56,71,50,62,62,56,68,54,73,55,69,69,77,57,65,46,2
68,61,58,66,63,62,72,58,66,64,69,73,87,62,64,47,2
61,61,56,59,59,70,71,64,67,71,64,72,89,77,54,50,2
65,70,62,64,61,70,67,68,71,69,63,77,90,78,58,50,2
59,73,52,68,59,67,57,65,82,71,69,76,88,77,62,51,2
59,73,48,72,57,71,51,55,78,72,76,76,90,66,76,49,2
57,63,43,71,47,69,46,52,66,70,64,64,81,67,68,48,2
54,63,50,70,58,72,52,56,68,76,60,69,80,70,67,49,2
59,57,55,72,70,71,52,64,69,69,54,72,76,74,59,56,2
60,62,56,73,76,70,54,63,75,70,67,68,79,72,59,55,2
61,66,53,69,65,63,50,58,67,63,62,63,73,68,52,52,2
60,72,54,68,60,60,45,53,66,66,63,62,68,73,54,45,2
56,70,58,68,63,60,50,49,71,66,60,73,67,68,60,45,2
56,72,59,68,72,63,50,52,73,65,58,69,68,77,66,46,2
60,65,61,72,66,64,64,55,71,64,58,66,76,72,63,47,2
61,72,51,67,71,68,65,60,66,60,51,61,78,75,57,45,2
53,68,47,63,63,66,68,57,65,68,55,59,79,71,57,47,2
50,70,47,56,70,66,66,56,66,66,52,68,70,76,56,46,2
48,59,54,64,62,67,68,58,63,77,62,76,75,72,57,52,2
52,62,58,66,66,66,70,63,65,70,66,81,74,73,59,50,2
53,67,55,63,64,66,62,68,65,73,77,87,75,69,61,51,2
55,74,55,66,68,60,59,65,70,63,74,80,70,74,66,50,2
57,72,56,64,72,57,59,61,71,64,65,84,78,71,64,46,2
58,74,54,71,66,51,61,52,73,62,51,66,72,73,69,49,2
53,69,53,65,65,57,58,46,64,69,44,68,74,76,62,47,2
45,68,47,64,65,70,55,45,58,72,50,61,65,79,61,54,2
37,65,47,56,68,77,60,44,57,78,51,67,67,82,63,49,2
43,67,55,54,66,78,62,46,64,76,54,69,64,77,65,46,2
47,67,59,55,68,70,60,47,62,72,53,72,71,71,67,44,2
55,69,57,67,69,68,52,51,63,71,58,75,77,73,62,41,2
60,63,51,70,66,63,56,53,64,67,68,71,74,77,70,45,2
60,60,50,70,69,68,55,59,70,73,76,68,67,76,69,50,2
59,63,51,61,70,70,53,59,79,65,75,64,65,70,68,56,2
48,56,52,56,66,74,52,61,70,67,71,65,69,66,59,57,2
53,60,47,60,58,74,53,57,69,60,68,67,72,69,57,50,2
56,54,52,68,62,75,60,63,68,66,66,71,72,69,61,55,2
59,63,47,69,68,81,57,60,73,65,66,72,76,70,72,52,2
58,58,54,72,70,76,65,56,70,68,60,69,75,68,73,49,2
55,60,51,69,66,68,62,52,66,64,62,72,79,67,71,51,2
58,61,59,72,63,68,71,55,78,68,65,77,80,76,63,62,2
54,60,66,65,56,61,60,52,79,67,66,78,72,68,60,70,2
53,59,67,63,60,67,63,51,79,64,73,75,71,63,61,63,2
48,60,69,58,51,59,57,51,66,55,70,71,64,60,63,52,2
45,64,54,54,56,70,55,54,68,62,68,72,73,68,65,47,2
48,65,57,53,53,71,57,51,67,67,57,63,72,71,61,47,2
54,67,50,58,61,74,54,45,68,74,47,62,74,63,61,45,2
63,64,61,61,65,72,59,46,65,70,57,58,75,69,57,41,2
63,61,58,58,66,70,56,54,62,72,66,70,70,77,62,44,2
64,61,61,57,64,69,56,61,66,72,76,75,67,75,57,50,2
60,64,62,60,61,66,60,72,62,77,71,78,67,77,64,54,2
54,67,60,64,61,68,68,64,62,69,63,75,68,70,67,56,2
49,69,57,62,57,69,71,61,53,64,55,73,72,71,69,49,2
45,62,49,55,60,68,65,48,54,58,52,72,74,62,61,45,2
46,58,50,49,54,67,49,50,51,67,49,63,77,69,61,38,2
43,55,53,47,57,61,45,51,59,66,53,59,73,72,60,41,2
51,67,59,53,55,59,43,53,59,57,59,63,73,74,65,41,2
58,78,57,65,60,59,50,56,61,61,67,75,71,69,61,48,2
61,71,60,70,68,65,51,60,61,67,70,77,80,75,62,50,2
62,69,58,74,64,58,57,59,72,72,70,74,76,76,58,57,2
50,58,56,69,63,64,53,54,75,67,77,75,79,79,71,58,2
46,61,50,70,56,70,56,49,72,67,72,66,74,81,68,54,2
40,59,52,65,57,74,59,50,68,72,70,65,80,79,68,51,2
46,60,54,67,61,73,70,56,76,70,64,58,76,76,59,46,2
51,57,57,67,68,69,65,61,78,75,74,71,69,64,62,49,2
58,55,50,70,71,70,56,65,77,73,81,73,67,73,63,52,2
60,59,56,70,68,64,47,67,68,77,82,77,65,82,79,56,2
59,65,61,73,62,66,54,54,72,70,75,76,70,85,74,58,2
50,62,67,71,60,66,59,52,66,69,64,69,65,80,71,63,2
48,63,59,68,60,73,59,47,64,65,55,64,61,75,53,68,2
49,64,57,65,60,76,58,54,63,72,57,63,63,78,60,62,2
52,73,52,65,56,81,58,50,70,74,58,66,67,81,66,52,2
52,71,56,58,52,77,61,45,70,72,55,67,79,78,66,47,2
55,65,57,58,56,67,55,46,71,68,53,60,75,75,62,50,2
59,60,61,56,69,65,57,49,69,68,53,65,72,69,57,54,2
60,55,58,60,69,59,57,54,77,76,62,66,74,61,53,56,2
58,58,53,53,66,71,62,60,79,85,69,72,79,59,59,59,2
46,56,50,54,56,67,56,52,78,90,77,75,79,67,61,56,2
47,57,48,58,64,75,54,52,75,84,73,75,68,80,63,49,2
46,58,46,66,68,67,52,44,76,74,68,70,65,79,60,43,2
58,61,52,72,68,73,57,52,76,80,64,70,69,78,63,48,2
58,60,54,69,60,69,53,51,77,78,69,73,70,74,64,52,2
56,67,62,62,58,69,55,49,74,76,71,75,66,73,61,52,2
52,63,58,56,56,64,51,52,79,68,74,75,64,73,59,51,2
52,65,62,56,64,72,47,50,79,67,78,85,68,69,64,50,2
55,55,57,61,65,76,44,53,73,66,70,81,71,71,61,48,2
64,64,60,63,63,75,48,51,72,61,64,78,70,75,63,53,2
62,67,58,66,63,70,62,56,69,61,64,68,72,79,63,55,2
69,78,57,75,62,70,60,55,72,68,68,73,74,73,65,57,2
60,74,55,76,70,72,54,61,67,67,67,72,68,69,63,50,2
62,69,55,76,70,78,44,56,66,69,64,74,57,75,63,49,2
57,64,55,69,66,72,50,64,70,62,59,75,52,72,59,45,2
58,63,55,65,67,70,58,59,71,60,62,73,54,75,55,38,2
55,60,63,65,63,65,65,63,71,65,57,75,68,69,61,37,2
66,62,65,70,71,80,44,55,67,67,71,79,80,73,57,44,2
68,65,61,69,69,76,43,57,75,65,61,71,77,73,56,45,2
75,72,69,82,70,71,48,60,76,65,54,70,73,78,56,51,2
73,71,66,90,78,72,49,55,80,69,55,74,76,72,61,49,2
65,65,65,90,85,77,48,52,73,79,57,78,80,72,63,53,2
56,59,57,74,82,85,40,45,71,82,58,74,80,67,60,46,2
53,60,63,69,75,85,43,49,71,90,62,71,81,70,58,47,2
52,65,70,71,65,85,47,51,73,83,68,77,81,67,59,43,2
48,63,72,75,63,75,49,51,70,72,63,82,73,69,62,45,2
54,68,74,81,71,71,52,50,69,64,59,84,72,64,63,44,2
63,73,67,77,75,69,51,47,64,64,49,77,72,62,61,47,2
71,79,67,80,77,70,57,48,65,69,50,70,76,67,60,41,2
70,76,62,71,70,73,57,52,68,70,58,62,79,72,66,46,2
64,71,62,76,70,73,56,54,72,66,68,69,79,76,63,46,2
62,71,64,68,67,65,55,54,65,64,76,72,82,78,66,55,2
54,70,61,72,66,77,53,50,63,61,78,84,84,73,61,50,2
55,67,58,68,64,79,57,49,61,64,75,87,79,74,61,52,2
52,64,55,62,63,87,56,47,64,70,70,83,73,68,61,52,2
51,63,57,61,59,73,56,48,63,82,66,78,66,71,56,52,2
46,63,56,55,60,69,53,49,61,85,61,74,66,70,56,49,2
47,67,59,59,61,64,51,49,69,83,58,71,66,73,56,48,2
47,70,56,56,63,69,48,51,75,79,65,71,73,66,60,52,2
51,74,59,62,58,72,50,50,74,75,72,68,79,69,64,54,2
47,78,53,63,56,75,55,46,65,74,70,77,78,69,62,50,2
52,76,56,63,59,73,60,49,62,75,65,75,76,70,65,47,2
57,68,57,65,65,69,59,49,60,76,52,78,77,70,61,47,2
61,61,59,63,69,62,65,54,62,67,56,76,83,66,62,44,2
58,59,57,57,70,58,64,52,67,68,62,86,83,65,56,49,2
